,GD,LNC,TXT,TAP,DDS,C,CI,CVX,ECL,FMC,GPC,HAL,HAS,HD,JPM,KMB,LHX,LLY,LOW,MMM,CLX,IP,NWL,BAX,PCAR,VFC,WHR,AON,PG,HSY,Date
2016-03-31,131.37,39.2,36.46,96.18,84.91,41.75,137.24,95.4,111.52,34.9843,99.36,35.72,80.1,133.43,59.22,134.51,77.86,72.01,75.75,166.63,126.06,38.8603,44.29,41.08,54.69,60.9552,180.34,104.45,82.31,92.09,2016-03-31
2016-04-29,140.52,43.45,38.68,95.63,70.45,46.28,138.54,102.18,114.98,37.4888,95.97,41.31,84.64,133.89,63.2,125.19,80.01,75.53,76.02,167.38,125.23,40.9718,45.54,44.22,58.91,59.3456,174.14,105.12,80.12,93.11,2016-04-29
2016-05-31,141.87,45.85,38.06,99.18,59.11,46.57,128.11,101.0,117.24,41.1545,96.92,42.18,87.29,132.12,65.27,127.04,78.77,75.03,80.13,168.32,128.54,39.9208,47.69,43.16,55.75,58.6585,174.62,109.27,81.04,92.85,2016-05-31
2016-06-30,139.24,38.77,36.56,101.13,60.6,42.39,127.99,104.83,118.6,40.1319,101.25,45.29,83.99,127.69,62.14,137.48,83.44,78.75,79.17,175.12,138.39,40.1291,48.57,45.22,51.87,57.8773,166.64,109.23,84.67,113.49,2016-06-30
2016-07-29,146.89,43.67,39.0,102.16,67.68,43.81,128.96,102.48,118.38,41.1978,102.24,43.66,81.23,138.24,63.97,129.55,86.62,82.89,82.28,178.36,131.07,43.3769,52.46,48.02,58.97,58.7621,192.36,107.07,85.59,110.76,2016-07-29
2016-08-31,152.22,48.03,40.85,102.32,60.24,47.74,128.26,100.58,123.05,40.6778,102.82,43.01,81.74,134.12,67.5,128.06,92.98,77.75,76.56,179.24,131.04,45.9146,53.08,46.73,59.84,58.4044,178.64,111.35,87.31,99.89,2016-08-31
2016-09-30,155.16,46.98,39.75,109.8,63.01,47.23,130.32,102.92,121.72,41.8911,100.45,44.88,79.33,128.68,66.59,126.14,91.61,80.26,72.21,176.23,125.18,45.4317,52.66,47.6,58.78,52.7569,162.16,112.49,89.75,95.6,2016-09-30
2016-10-31,150.74,49.09,40.08,103.81,61.3,49.15,118.83,104.75,114.17,40.6345,90.59,46.0,83.41,122.01,69.26,114.41,89.21,73.84,66.65,165.3,120.02,42.6384,48.02,47.59,54.92,51.025,149.82,110.83,86.8,102.46,2016-10-31
2016-11-30,175.35,64.1,46.03,98.03,71.51,56.39,134.74,111.56,116.73,48.6331,96.23,53.09,85.39,129.4,80.17,115.61,103.56,67.12,70.55,171.74,115.56,46.1324,47.01,44.37,62.15,51.3074,162.44,114.1,82.46,96.64,2016-11-30
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-31
2017-01-31,181.08,67.51,47.37,96.52,56.44,55.83,146.22,111.35,120.13,52.1342,96.81,56.57,82.51,137.58,84.63,121.13,102.71,77.03,73.08,174.82,120.0,53.5939,47.33,47.91,67.31,48.4554,174.89,112.7,87.6,105.47,2017-01-31
2017-02-28,189.81,70.16,47.3,100.39,54.52,59.81,148.9,112.5,123.97,49.933,95.71,53.46,96.87,144.91,90.62,132.55,109.9,82.81,74.37,186.35,136.81,49.901,49.03,50.92,66.81,49.3684,178.59,115.65,91.07,108.35,2017-02-28
2017-03-31,187.2,65.45,47.59,95.71,52.24,59.82,146.49,107.37,125.34,60.3061,92.41,49.21,99.82,146.83,87.84,131.63,111.27,84.11,82.21,191.33,134.83,48.083,47.17,51.86,67.2,51.7403,171.33,118.69,89.85,109.25,2017-03-31
2017-04-28,193.79,65.93,46.66,95.89,55.37,59.12,156.37,106.7,129.09,63.4605,92.02,45.88,99.11,156.1,87.0,129.75,111.89,82.06,84.88,195.83,133.69,51.1035,47.74,55.68,66.73,51.4203,185.68,119.84,87.33,108.2,2017-04-28
2017-05-31,203.25,64.98,47.8,94.79,51.48,60.54,161.23,103.48,132.84,65.315,92.62,45.19,105.26,153.51,82.15,129.73,112.16,79.57,78.77,204.47,135.73,50.0714,52.95,59.31,62.96,50.6391,185.54,130.91,88.09,115.27,2017-05-31
2017-06-30,198.1,67.58,47.1,86.34,57.69,66.88,167.39,104.33,132.75,63.3045,92.76,42.71,111.51,153.4,91.4,129.11,109.08,82.3,77.53,208.19,133.24,53.6033,53.62,60.54,66.04,54.2158,191.62,132.95,87.15,107.37,2017-06-30
2017-07-31,196.33,73.06,49.13,88.98,73.82,68.45,173.56,109.19,131.67,66.1903,84.93,42.44,105.88,149.6,91.8,123.16,114.47,82.66,77.4,201.17,133.49,52.0599,52.72,60.48,68.45,58.5362,177.88,138.17,90.82,105.31,2017-07-31
2017-08-31,201.35,67.86,49.09,89.75,60.8,68.03,182.06,107.62,133.3,74.7176,82.83,38.97,98.25,149.87,90.89,123.29,122.9,81.29,73.89,204.32,138.53,51.0089,48.28,62.04,66.33,59.1762,171.62,139.16,92.27,104.92,2017-08-31
2017-09-29,205.58,73.48,53.88,81.64,56.07,72.74,186.94,117.5,128.61,77.3953,95.65,46.03,97.67,163.56,95.51,117.68,131.68,85.54,79.94,209.9,131.91,53.8022,42.67,62.75,72.34,59.8351,184.44,146.1,90.98,109.17,2017-09-29
2017-10-31,202.98,75.78,52.74,80.87,50.8,73.5,197.22,115.89,130.66,80.4717,88.23,42.74,92.59,165.78,100.61,112.51,139.32,81.94,79.95,230.19,126.53,54.2283,40.78,64.47,71.73,65.5579,163.93,143.43,86.34,106.18,2017-10-31
2017-11-30,207.16,76.55,55.71,78.1,60.1,75.5,211.73,118.99,135.92,81.8063,92.97,41.78,93.02,179.82,104.52,119.76,144.5,84.64,83.37,243.14,139.29,53.6033,30.97,65.53,70.33,68.6734,168.57,140.22,89.99,110.93,2017-11-30
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31
2018-01-31,222.48,82.8,58.67,84.02,67.56,78.48,208.35,125.35,137.68,79.1458,104.07,53.7,94.57,200.9,115.67,117.0,159.38,81.45,104.73,250.5,141.69,59.5214,26.44,72.03,74.56,76.3728,181.42,142.17,86.34,110.33,2018-01-31
2018-02-28,222.45,76.17,59.85,76.25,81.55,75.49,195.89,111.92,130.45,68.0101,91.84,46.42,95.57,182.27,115.5,110.92,156.15,77.02,89.59,235.51,129.08,56.4251,25.69,67.79,71.59,70.1888,162.43,140.32,78.52,98.26,2018-02-28
2018-03-29,220.9,73.06,58.97,75.33,80.34,67.5,167.74,114.04,137.07,66.3549,89.84,46.94,84.3,178.24,109.97,110.13,161.28,77.37,87.75,219.52,133.11,50.5922,25.48,65.04,66.17,69.7652,153.11,140.33,79.28,98.96,2018-03-29
2018-04-30,201.31,70.64,62.14,71.24,74.55,68.27,171.82,125.11,144.77,69.0934,88.32,52.99,88.09,184.8,108.78,103.54,156.42,81.07,82.43,194.39,117.2,48.8215,27.63,69.5,63.67,76.1186,154.95,142.47,72.34,91.94,2018-04-30
2018-05-31,201.71,66.29,66.58,61.65,81.43,66.69,169.37,124.3,142.61,75.4715,90.79,49.74,86.75,186.55,107.01,100.85,150.47,85.04,95.01,197.23,120.83,50.6585,23.58,70.84,62.23,76.3916,144.75,139.87,73.17,90.04,2018-05-31
2018-06-29,186.41,62.25,65.91,68.04,94.5,66.92,169.95,126.43,140.33,77.3087,91.79,45.06,92.31,195.1,104.2,105.34,144.54,85.33,95.57,196.72,135.25,49.3139,25.79,73.84,61.96,76.7305,146.23,137.17,78.06,93.06,2018-06-29
2018-07-31,199.76,68.1,68.27,67.0,80.27,71.89,179.42,126.27,140.7,77.8893,97.31,42.42,99.61,197.52,114.95,113.86,164.95,98.81,99.34,212.32,135.17,50.8763,26.19,72.45,65.72,86.6606,131.1,143.55,80.88,98.21,2018-07-31
2018-08-31,193.4,65.58,69.03,66.74,78.58,71.24,188.34,118.46,150.48,74.0503,99.85,39.89,99.31,200.77,114.58,115.54,162.51,105.65,108.75,210.92,144.98,48.4239,21.72,74.37,68.42,86.7171,124.98,145.56,82.95,100.52,2018-08-31
2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30
2018-10-31,172.58,60.19,53.63,64.0,70.42,65.46,213.81,111.65,153.15,67.6635,97.92,34.68,91.71,175.88,109.02,104.3,148.71,108.44,95.22,190.26,148.45,42.9508,15.88,62.51,57.21,78.0106,109.76,156.18,88.68,107.15,2018-10-31
2018-11-30,184.89,62.97,56.14,65.77,69.39,64.79,223.38,118.94,160.49,71.7018,103.71,31.43,91.0,180.32,111.19,115.37,142.95,118.64,94.37,207.92,165.62,43.7368,23.4,68.55,62.22,76.514,126.13,165.11,94.51,108.3,2018-11-30
2018-12-31,157.21,51.31,45.99,56.16,60.31,52.06,189.92,108.79,147.35,64.0931,96.02,26.58,81.25,171.82,97.62,113.94,134.65,115.72,92.36,190.54,154.14,38.2164,18.59,65.82,57.14,67.1486,106.87,145.36,91.92,107.18,2018-12-31
2019-01-31,171.17,58.49,53.23,66.61,66.79,64.46,199.81,114.65,158.17,69.154,99.82,31.36,90.56,183.53,103.5,111.38,153.18,119.86,96.16,200.3,148.38,44.9109,21.21,72.49,65.52,79.2248,133.01,156.23,96.47,106.1,2019-01-31
2019-02-28,170.22,62.52,54.3,61.66,78.54,63.98,174.44,119.58,168.91,77.56,108.78,30.69,84.9,185.14,104.36,116.83,164.93,126.29,105.09,207.39,158.03,43.3864,16.21,74.73,67.8,82.2273,141.51,171.53,98.55,110.68,2019-02-28
2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31
2019-04-30,178.72,66.72,53.0,64.19,68.45,70.7,158.84,120.06,184.08,79.06,102.54,28.33,101.86,203.7,116.05,128.38,168.5,117.04,113.14,189.51,159.73,44.3238,14.37,76.3,71.67,88.8631,138.82,180.14,106.48,124.85,2019-04-30
2019-05-31,160.82,59.45,45.3,54.98,56.66,62.15,148.02,113.85,184.09,73.45,98.9,21.29,95.14,189.85,105.96,127.89,187.19,115.94,93.28,159.75,148.81,39.2674,13.43,73.44,65.82,81.88,114.88,180.07,102.91,131.96,2019-05-31
2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-30
2019-07-31,185.94,65.34,49.3,53.99,72.78,71.16,169.92,123.11,201.73,86.42,97.12,23.0,121.16,213.69,116.0,135.65,207.6,108.95,101.4,174.72,162.6,41.5779,14.19,83.97,70.14,87.39,145.48,189.25,118.04,151.74,2019-07-31
2019-08-30,191.27,52.88,45.0,51.36,58.52,64.35,153.97,117.72,206.31,86.33,90.29,18.84,110.47,227.91,109.86,141.11,211.41,112.97,112.2,161.72,158.16,37.0233,16.6,87.95,65.56,81.95,139.09,194.85,120.23,158.48,2019-08-30
2019-09-30,182.73,60.32,48.96,57.5,66.11,69.08,151.79,118.6,198.04,87.68,99.59,18.85,118.69,232.02,117.69,142.05,208.64,111.83,109.96,164.4,151.87,39.5989,18.72,87.47,70.01,88.99,158.36,193.57,124.38,154.99,2019-09-30
2019-10-31,176.8,56.48,46.09,52.72,68.98,71.86,178.46,116.14,192.07,91.5,102.58,19.25,97.31,234.58,124.92,132.88,206.31,113.95,111.61,164.99,147.69,41.3601,19.0,76.7,76.06,82.29,152.12,193.16,124.51,146.87,2019-10-31
2019-11-29,181.74,59.05,46.24,50.48,71.8,75.12,199.92,117.13,186.67,97.96,104.37,20.99,101.7,220.51,131.76,136.34,201.09,117.35,117.31,169.77,148.23,43.8788,19.22,81.97,81.37,88.54,143.1,203.61,122.06,148.16,2019-11-29
2019-12-31,176.35,59.01,44.6,53.9,73.48,79.89,204.49,120.51,192.99,99.82,106.23,24.47,105.61,218.38,139.4,137.55,197.87,131.43,119.76,176.42,153.54,43.6042,19.22,83.62,79.1,99.66,147.53,208.29,124.9,146.98,2019-12-31
2020-01-31,175.44,54.48,45.93,55.58,60.72,74.41,192.38,107.14,196.11,95.59,93.57,21.81,101.87,228.1,132.36,143.24,221.33,139.64,116.24,158.66,157.31,38.5573,19.56,89.22,74.21,82.97,146.17,220.25,124.62,155.17,2020-01-31
2020-02-28,159.69,45.39,40.6,49.61,56.29,63.46,182.94,93.34,180.45,93.1,87.24,16.96,77.25,217.84,116.11,131.19,197.73,126.13,106.57,149.24,159.42,34.997,15.405,83.47,66.9,72.0,127.86,208.0,113.23,143.99,2020-02-28
2020-03-31,132.31,26.32,26.67,39.01,36.95,42.12,177.18,72.46,155.83,81.69,67.33,6.85,71.55,186.71,90.03,127.87,180.12,138.72,86.05,136.51,173.25,29.4766,13.27,81.19,61.13,54.08,85.8,165.04,110.0,132.5,2020-03-31
2020-04-30,130.62,35.47,26.36,41.01,29.48,48.56,195.78,92.0,193.5,91.9,79.28,10.5,72.21,219.83,95.76,138.48,193.7,154.64,104.75,151.92,186.44,32.4309,13.85,88.78,69.23,58.1,111.74,172.67,117.87,132.43,2020-04-30
2020-05-29,146.83,37.93,30.97,37.96,30.01,47.91,197.32,91.7,212.58,98.41,83.41,11.75,73.51,248.48,97.31,141.44,199.45,152.95,130.35,156.44,206.25,32.2415,13.17,90.01,73.86,56.1,121.82,196.95,115.92,135.68,2020-05-29
2020-06-30,149.46,36.79,32.91,34.36,25.79,51.1,187.65,89.23,198.95,99.62,86.96,12.98,74.95,250.51,94.06,141.35,169.67,164.18,135.12,155.99,219.37,33.3399,15.9,86.1,74.85,60.94,129.53,192.6,119.57,129.62,2020-06-30
2020-07-31,146.74,37.27,34.94,37.52,23.55,50.01,172.69,83.94,187.08,106.05,90.15,14.33,72.76,265.49,96.64,152.04,168.33,150.29,148.91,150.47,236.51,32.9422,16.39,86.38,85.08,60.36,163.12,205.22,131.12,145.41,2020-07-31
2020-08-31,149.35,36.05,39.43,37.64,30.21,51.12,177.37,83.93,197.08,106.86,94.44,16.18,78.94,285.04,100.19,157.76,180.74,148.39,164.69,163.02,223.5,34.3436,15.98,87.07,85.84,65.75,177.72,199.99,138.33,148.64,2020-08-31
2020-09-30,138.43,31.33,36.09,33.56,36.52,43.11,169.41,72.0,199.84,105.91,95.17,12.05,82.72,277.71,96.27,147.66,169.84,148.02,165.86,160.18,210.17,38.3868,17.17,80.42,85.28,70.25,183.89,206.3,138.99,143.34,2020-09-30
2020-10-30,131.33,35.1,35.8,35.26,44.73,41.42,166.97,69.5,183.59,102.74,90.43,12.06,82.72,266.71,98.04,132.59,161.11,130.46,158.1,159.96,207.25,41.4264,17.65,77.57,85.38,67.2,184.96,184.01,137.1,137.46,2020-10-30
2020-11-30,149.35,47.22,45.1,46.0,46.76,55.07,209.14,87.18,222.15,116.01,98.37,16.59,93.03,277.41,117.88,139.31,191.99,145.65,155.82,172.73,202.96,46.852,21.25,76.07,87.06,83.4,194.61,204.89,138.87,147.89,2020-11-30
2020-12-31,148.82,50.31,48.33,45.19,63.05,61.66,208.18,84.45,216.36,114.93,100.43,18.9,93.54,265.62,127.07,134.83,189.02,168.84,160.51,174.79,201.92,47.0793,21.23,80.24,86.28,85.41,180.49,211.27,139.14,152.33,2020-12-31
2021-01-29,146.68,45.49,45.26,50.16,87.81,57.99,217.05,85.2,204.51,108.29,93.88,17.63,93.82,270.82,128.67,132.1,171.51,207.97,166.85,175.66,209.46,47.6379,24.01,76.83,91.22,76.87,185.09,203.1,128.21,145.44,2021-01-29
2021-02-26,163.47,56.87,50.34,44.45,79.7,65.88,209.9,100.0,209.36,101.69,105.35,21.83,93.71,258.34,147.17,128.33,181.91,204.89,159.75,175.06,181.05,47.013,23.18,77.69,90.99,79.13,190.08,227.71,123.53,145.65,2021-02-26
2021-03-31,181.56,62.27,56.08,51.15,96.57,72.75,241.74,104.79,214.07,110.61,115.59,21.46,96.12,305.25,152.23,139.05,202.68,186.82,190.18,192.68,192.88,51.1982,26.79,84.34,92.92,79.92,220.35,230.11,135.43,158.16,2021-03-31
2021-04-30,190.23,64.13,64.24,54.95,98.91,71.24,249.01,103.07,224.12,118.24,124.97,19.56,99.45,323.67,153.81,133.32,209.23,182.77,196.25,197.14,182.5,54.9195,26.95,85.69,89.88,87.66,236.45,251.44,133.42,164.3,2021-04-30
2021-05-28,189.91,69.79,68.47,58.32,131.91,78.71,258.85,103.79,215.08,116.69,131.12,22.45,95.97,318.91,164.24,130.63,218.06,199.74,194.83,203.04,176.73,59.7486,28.685,82.12,91.56,79.72,237.09,253.37,134.85,173.05,2021-05-28
2021-06-30,188.26,62.84,68.77,53.69,180.88,70.75,237.07,104.74,205.97,108.2,126.47,23.12,94.52,318.89,155.54,133.78,216.15,229.52,193.97,198.63,179.91,58.0537,27.465,80.5,89.25,82.04,218.02,238.76,134.93,174.18,2021-06-30
2021-07-30,196.03,61.62,69.01,48.89,183.27,67.62,229.49,101.81,220.83,106.95,126.92,20.68,99.44,328.19,151.78,135.72,226.74,243.5,192.69,197.94,180.89,54.6923,24.73,77.35,82.99,80.2,221.54,260.03,142.23,178.88,2021-07-30
2021-08-31,200.31,68.65,72.67,47.53,190.46,71.91,211.65,96.77,225.36,93.63,122.19,19.98,98.31,326.18,159.95,137.81,233.01,258.29,203.89,194.74,168.05,56.8985,25.42,76.22,81.87,76.47,221.53,286.86,142.39,177.7,2021-08-31
2021-09-30,196.03,68.75,69.81,46.38,172.52,70.18,200.16,101.45,208.62,91.56,121.23,21.62,89.22,328.26,163.69,132.44,220.24,231.05,202.86,175.42,165.61,52.95,22.155,80.43,78.92,66.99,203.86,285.77,139.8,169.25,2021-09-30
2021-10-29,202.75,72.15,73.85,44.09,231.14,69.16,213.61,114.49,222.22,91.01,131.11,24.99,95.76,371.74,169.89,129.49,230.54,254.76,233.82,178.68,163.01,49.67,22.88,78.96,89.62,72.88,210.83,319.92,142.99,175.35,2021-10-29
2021-11-30,188.97,66.33,70.8,44.44,273.9,63.7,191.9,112.87,221.47,100.19,127.74,21.59,96.91,400.61,158.83,130.31,209.08,248.04,244.59,170.04,162.85,45.52,21.48,74.57,83.42,71.73,217.74,295.77,144.58,177.49,2021-11-30
2021-12-31,208.47,68.26,77.2,46.35,245.02,60.39,229.63,117.35,234.59,109.89,140.2,22.87,101.78,415.01,158.35,142.92,213.24,276.22,258.48,177.63,174.36,46.98,21.84,85.84,88.26,73.22,234.66,300.56,163.58,193.47,2021-12-31
2022-01-31,212.1,69.98,68.06,47.66,253.72,65.12,230.46,131.33,189.45,110.37,133.23,30.74,92.48,366.98,148.6,137.65,209.29,245.39,237.35,166.02,167.86,48.25,23.2,85.44,92.99,65.21,210.19,276.44,160.45,197.07,2022-01-31
2022-02-28,234.45,67.42,73.13,52.18,250.71,59.23,237.78,144.0,176.26,117.25,122.16,33.53,97.05,315.83,141.8,130.15,252.31,249.95,221.06,148.65,145.79,43.53,23.74,84.97,91.81,58.02,201.27,292.14,155.89,202.26,2022-02-28
2022-03-31,241.18,65.36,74.38,53.38,268.39,53.4,239.61,162.83,176.56,131.57,126.02,37.87,81.92,299.33,136.32,123.16,248.47,286.37,202.19,148.88,139.03,46.15,21.42,77.54,88.07,56.86,172.78,325.63,152.8,216.63,2022-03-31
2022-04-29,236.53,60.15,69.25,54.14,303.81,48.21,246.78,156.67,169.34,132.54,130.05,35.62,88.06,300.4,119.36,138.83,232.26,292.13,197.73,144.22,143.47,46.28,23.135,71.06,83.05,52.0,181.52,287.99,160.55,225.77,2022-04-29
2022-05-31,224.91,57.93,65.29,55.84,301.48,53.41,268.29,174.66,163.91,122.58,136.73,40.5,89.75,302.75,132.23,133.02,240.9,313.44,195.3,149.29,145.36,48.45,21.405,76.05,86.84,50.46,184.24,275.67,147.88,211.71,2022-05-31
2022-06-30,221.25,46.77,61.07,54.51,220.57,45.99,263.52,144.78,153.76,107.01,133.0,31.36,81.88,274.27,112.61,135.15,241.7,324.23,174.67,129.41,140.98,41.83,19.05,64.23,82.34,44.17,154.87,269.68,143.79,215.16,2022-06-30
2022-07-29,226.67,51.34,65.64,59.75,227.35,51.9,275.36,163.78,165.17,111.1,152.87,29.3,78.72,300.94,115.36,131.79,239.97,329.69,191.53,143.24,141.84,42.77,20.225,58.66,91.52,44.68,172.87,291.04,138.91,227.96,2022-07-29
2022-08-31,228.93,46.06,62.38,51.67,296.24,48.81,283.45,158.06,163.83,108.08,156.01,30.13,78.82,288.42,113.73,127.52,228.19,301.23,194.14,124.35,144.34,41.62,17.83,57.46,87.51,41.45,156.6,279.26,137.94,224.67,2022-08-31
2022-09-30,212.17,43.91,58.26,47.99,272.76,41.67,277.47,143.67,144.42,105.7,149.32,24.62,67.42,275.94,104.5,112.54,207.83,323.35,187.81,110.5,128.39,31.7,13.88,53.86,83.69,29.91,134.81,267.87,126.25,220.47,2022-09-30
2022-10-31,249.8,53.87,68.44,50.43,328.79,45.86,323.06,180.9,157.07,118.9,177.86,36.42,65.25,296.13,125.88,124.46,246.47,362.09,194.95,125.79,146.04,33.61,13.805,54.35,96.83,28.25,138.24,281.49,134.67,238.77,2022-10-31
2022-11-30,252.39,38.94,71.38,55.11,359.7,48.41,328.89,183.31,149.83,130.64,183.33,37.89,62.82,323.99,138.18,135.63,227.08,371.08,212.55,125.97,148.65,37.12,12.95,56.53,105.91,32.82,146.53,308.28,149.16,235.17,2022-11-30
2022-12-12,249.62,32.28,72.21,52.96,332.18,45.77,339.3,169.75,150.51,126.29,182.02,34.3,60.0,327.98,134.21,137.96,217.59,367.25,205.08,126.85,149.97,36.8,13.62,52.63,102.96,28.15,147.45,307.6,152.47,239.29,2022-12-12
